Gene_Name	essential_mouse_knockout	non_essential_mouse_knockout
KLHDC4	N	N
AC010536.1	N	N
SLC7A5	N	N
CA5A	N	N
BANP	N	N
ZNF469	N	N
ZFPM1	Y	N
C16orf85	N	N
ZC3H18	N	N
IL17C	N	Y
CYBA	N	Y
MVD	N	N
SNAI3	N	N
RNF166	N	N
CTU2	N	N
PIEZO1	N	N
CDT1	N	N
APRT	Y	N
GALNS	N	Y
TRAPPC2L	N	N
PABPN1L	N	N
CBFA2T3	N	Y
RP11-830F9.6	N	N
ACSF3	N	N
CDH15	N	Y
ZNF778	N	N
AC009113.1	N	N
ANKRD11	Y	N
SPG7	N	Y
RPL13	N	N
CPNE7	N	N
DPEP1	N	Y
CHMP1A	N	N
C16orf55	N	N
CDK10	N	N
RP11-368I7.4	N	N
SPATA2L	N	N
C16orf7	N	N
ZNF276	N	N
FANCA	N	Y
SPIRE2	N	N
TCF25	N	N
RP11-566K11.2	N	N
MC1R	N	Y
TUBB3	Y	N
DEF8	N	N
CENPBD1	N	N
DBNDD1	N	N
GAS8	N	N
C16orf3	N	N
AC133919.6	N	N
PRDM7	N	N
DOC2B	N	Y
RPH3AL	N	Y
C17orf97	N	N
FAM101B	N	Y
VPS53	Y	N
FAM57A	N	N
GEMIN4	N	N
GLOD4	N	N
RNMTL1	N	N
NXN	Y	N
RP11-676J12.7	N	N
TIMM22	N	N
ABR	N	Y
BHLHA9	N	N
TUSC5	N	N
YWHAE	Y	N
CRK	Y	N
MYO1C	N	Y
INPP5K	Y	N
PITPNA	Y	N
SLC43A2	N	N
SCARF1	N	Y
RILP	N	N
PRPF8	N	Y
TLCD2	N	N
WDR81	N	N
SERPINF2	N	Y
SERPINF1	N	Y
SMYD4	N	N
RPA1	Y	N
RTN4RL1	N	Y
DPH1	Y	N
OVCA2	N	N
HIC1	Y	N
SMG6	N	N
SRR	N	Y
TSR1	N	N
SGSM2	N	N
MNT	Y	N
METTL16	N	N
PAFAH1B1	Y	N
KIAA0664	N	N
RAP1GAP2	N	N
OR1D5	N	N
OR1D2	N	N
OR1G1	N	N
OR1A2	N	N
OR1A1	N	N
OR3A2	N	N
OR3A1	N	N
OR1E1	N	N
OR3A3	N	N
OR1E2	N	N
SPATA22	N	N
RP11-147K16.2	N	N
ASPA	Y	N
TRPV3	N	Y
TRPV1	N	Y
RP11-235E17.2	N	N
SHPK	N	N
CTNS	N	Y
TAX1BP3	N	N
RP11-48B14.2	N	N
EMC6	N	N
P2RX5	N	N
ITGAE	N	Y
GSG2	N	N
C17orf85	N	N
CAMKK1	N	Y
P2RX1	N	Y
ATP2A3	N	Y
ZZEF1	N	N
CYB5D2	N	N
ANKFY1	N	N
UBE2G1	N	N
SPNS3	N	N
SPNS2	N	N
MYBBP1A	N	N
GGT6	N	N
SMTNL2	N	N
ALOX15	N	Y
PELP1	N	N
ARRB2	N	Y
MED11	N	N
CXCL16	N	Y
ZMYND15	N	Y
TM4SF5	N	N
VMO1	N	N
GLTPD2	N	N
PSMB6	N	N
PLD2	N	Y
MINK1	N	N
CHRNE	N	Y
C17orf107	N	N
GP1BA	N	Y
SLC25A11	N	N
RNF167	N	N
PFN1	Y	N
ENO3	N	N
SPAG7	N	N
CAMTA2	N	Y
INCA1	N	Y
KIF1C	N	Y
SLC52A1	N	N
ZFP3	N	N
ZNF232	N	N
USP6	N	N
ZNF594	N	N
SCIMP	N	N
RABEP1	N	N
NUP88	N	N
RPAIN	N	N
AC004148.1	N	N
C1QBP	N	N
DHX33	N	N
DERL2	Y	N
MIS12	N	N
NLRP1	N	N
WSCD1	N	N
AIPL1	N	Y
FAM64A	N	N
PITPNM3	N	N
KIAA0753	N	N
TXNDC17	N	N
MED31	Y	N
C17orf100	N	N
SLC13A5	N	Y
XAF1	N	N
FBXO39	N	N
TEKT1	N	N
MIR497HG	N	N
ALOX12	N	Y
RNASEK	N	N
C17orf49	N	N
BCL6B	N	Y
SLC16A13	N	N
SLC16A11	N	N
CLEC10A	N	N
ASGR2	N	Y
ASGR1	N	Y
DLG4	Y	N
ACADVL	N	Y
DVL2	Y	N
PHF23	N	N
GABARAP	N	Y
CTDNEP1	N	N
RP1-4G17.5	N	N
C17orf81	N	N
CLDN7	Y	N
SLC2A4	N	Y
YBX2	N	Y
EIF5A	N	N
GPS2	N	N
NEURL4	N	N
ACAP1	N	N
KCTD11	N	N
TMEM95	N	N
TNK1	N	Y
PLSCR3	N	Y
C17orf61	N	N
NLGN2	N	N
SPEM1	N	Y
C17orf74	N	N
TMEM102	N	N
FGF11	N	N
CHRNB1	N	Y
ZBTB4	N	N
SLC35G6	N	N
POLR2A	Y	N
TNFSF12	N	Y
TNFSF12-TNFSF13	N	N
TNFSF13	N	Y
SENP3	N	N
EIF4A1	N	N
CD68	N	Y
MPDU1	N	N
SOX15	N	Y
FXR2	N	Y
SHBG	N	N
SAT2	N	N
ATP1B2	Y	N
TP53	Y	N
WRAP53	N	N
EFNB3	N	Y
DNAH2	N	N
KDM6B	Y	N
TMEM88	N	N
LSMD1	N	N
CYB5D1	N	N
CHD3	N	N
KCNAB3	N	N
RP11-1099M24.7	N	N
TRAPPC1	N	N
CNTROB	N	N
GUCY2D	N	Y
ALOX15B	N	N
ALOX12B	Y	N
AC129492.6	N	N
ALOXE3	N	N
HES7	Y	N
PER1	N	Y
RP11-599B13.6	N	N
VAMP2	Y	N
TMEM107	N	N
C17orf59	N	N
AURKB	Y	N
CTC1	N	N
PFAS	Y	N
SLC25A35	N	N
RANGRF	N	N
ARHGEF15	N	Y
ODF4	N	N
AC135178.1	N	N
KRBA2	N	N
RP11-849F2.7	N	N
RPL26	N	N
RNF222	N	N
NDEL1	Y	N
MYH10	Y	N
CCDC42	N	N
SPDYE4	N	N
MFSD6L	N	N
PIK3R5	N	Y
NTN1	Y	N
STX8	N	N
WDR16	N	N
USP43	N	N
DHRS7C	N	N
GLP2R	N	N
RCVRN	N	Y
GAS7	N	N
MYH13	N	N
MYH8	N	N
MYH4	N	Y
MYH2	N	N
MYH1	N	Y
MYH3	N	N
SCO1	N	N
C17orf48	N	N
TMEM220	N	N
PIRT	N	Y
SHISA6	N	N
DNAH9	N	N
ZNF18	N	N
MAP2K4	Y	N
MYOCD	Y	N
ARHGAP44	N	N
ELAC2	N	N
HS3ST3A1	N	N
COX10	N	N
CDRT15	N	N
HS3ST3B1	N	N
AC005863.1	N	N
PMP22	Y	N
TEKT3	N	Y
CDRT4	N	N
FAM18B2-CDRT4	N	N
FAM18B2	N	N
AC005838.1	N	N
CDRT1	N	N
RP11-385D13.1	N	N
TRIM16	N	N
AC005324.8-001	N	N
ZNF286A	N	N
TBC1D26	N	N
ADORA2B	N	Y
ZSWIM7	N	N
TTC19	N	N
NCOR1	Y	N
AC002553.1	N	N
PIGL	N	N
CENPV	N	N
UBB	N	Y
TRPV2	N	Y
FAM211A	N	N
ZNF287	N	N
ZNF624	N	N
CCDC144A	N	N
RP11-219A15.1	N	N
KRT17P1	N	N
TNFRSF13B	N	Y
AC104024.2	N	N
MPRIP	N	N
C17orf84	N	N
PLD6	N	Y
RP11-45M22.4	N	N
FLCN	Y	N
COPS3	Y	N
NT5M	N	N
MED9	N	N
RASD1	N	Y
PEMT	N	Y
RAI1	Y	N
SREBF1	Y	N
TOM1L2	N	Y
LRRC48	N	N
ATPAF2	N	N
C17orf39	N	N
DRG2	N	N
MYO15A	N	Y
ALKBH5	N	N
LLGL1	Y	N
FLII	Y	N
SMCR7	N	N
TOP3A	Y	N
SMCR8	N	N
SHMT1	N	Y
EVPLL	N	N
LGALS9C	N	N
FAM106A	N	N
TBC1D28	N	N
ZNF286B	N	N
TRIM16L	N	N
FBXW10	N	N
FAM18B1	N	N
PRPSAP2	N	N
SLC5A10	N	N
FAM83G	N	N
GRAP	N	Y
AC007952.5	N	N
GRAPL	N	N
AC007952.1	N	N
AC007952.6	N	N
EPN2	N	Y
AC106017.1	N	N
B9D1	N	N
MAPK7	Y	N
MFAP4	N	N
RNF112	N	N
SLC47A1	N	Y
ALDH3A2	N	N
SLC47A2	N	N
ALDH3A1	N	Y
ULK2	N	Y
AKAP10	N	Y
SPECC1	N	N
LGALS9B	N	N
CDRT15L2	N	N
CCDC144NL	N	N
USP22	N	N
DHRS7B	N	N
TMEM11	N	N
C17orf103	N	N
MAP2K3	N	Y
KCNJ12	N	N
C17orf51	N	N
UBBP4	N	N
MTRNR2L1	N	N
WSB1	N	N
KSR1	N	Y
AC015688.3	N	N
LGALS9	N	Y
NOS2	N	Y
RP1-66C13.4	N	N
C17orf108	N	N
NLK	Y	N
TMEM97	N	N
IFT20	Y	N
TNFAIP1	N	N
TMEM199	N	N
CTB-96E2.3	N	N
SEBOX	N	N
CTB-96E2.2	N	N
SARM1	N	Y
VTN	N	Y
SLC46A1	N	Y
RP11-192H23.4	N	N
SLC13A2	N	Y
FOXN1	Y	N
UNC119	N	Y
PIGS	N	N
ALDOC	N	N
SPAG5	N	Y
SGK494	N	N
KIAA0100	N	N
SDF2	N	N
SUPT6H	N	N
PROCA1	N	N
RAB34	N	N
RPL23A	N	N
TLCD1	N	N
NEK8	N	Y
TRAF4	Y	N
FAM222B	N	N
ERAL1	N	N
FLOT2	N	N
DHRS13	N	N
PHF12	N	N
PIPOX	N	N
SEZ6	N	Y
MYO18A	N	N
TIAF1	N	N
CRYBA1	N	Y
NUFIP2	N	N
TAOK1	N	N
ABHD15	N	N
TP53I13	N	N
GIT1	Y	N
ANKRD13B	N	N
CORO6	N	N
SSH2	N	N
EFCAB5	N	N
NSRP1	Y	N
SLC6A4	Y	N
BLMH	Y	N
TMIGD1	N	N
CPD	N	N
GOSR1	N	N
TBC1D29	N	N
AC006050.2	N	N
CRLF3	N	N
ATAD5	Y	N
TEFM	N	N
ADAP2	N	N
RNF135	N	N
NF1	Y	N
OMG	N	Y
EVI2B	N	N
CTD-2370N5.3	N	N
EVI2A	N	N
RAB11FIP4	N	N
AC003101.1	N	N
C17orf79	N	N
UTP6	N	N
SUZ12	Y	N
LRRC37B	N	N
AC090616.2	N	N
RHOT1	N	N
RHBDL3	N	N
C17orf75	N	N
ZNF207	N	N
PSMD11	N	N
CDK5R1	N	Y
MYO1D	N	N
TMEM98	N	N
SPACA3	N	N
ASIC2	N	Y
CCL2	N	Y
CCL7	N	Y
CCL11	N	Y
CCL8	N	N
CCL13	N	N
CCL1	N	Y
C17orf102	N	N
TMEM132E	N	N
CCT6B	N	N
ZNF830	Y	N
LIG3	Y	N
RFFL	N	Y
RAD51D	Y	N
FNDC8	N	N
NLE1	Y	N
UNC45B	Y	N
SLC35G3	N	N
SLFN5	N	N
SLFN11	N	N
SLFN12	N	N
SLFN13	N	N
SLFN12L	N	Y
SLFN14	N	N
PEX12	N	N
AP2B1	N	Y
RASL10B	N	N
GAS2L2	N	N
C17orf50	N	N
MMP28	N	Y
TAF15	N	N
C17orf66	N	N
CCL5	N	Y
RDM1	N	N
LYZL6	N	N
CCL16	N	N
CCL14	N	N
CCL15	N	N
CCL23	N	N
CCL18	N	N
CCL3	N	Y
CCL4	N	N
TBC1D3B	N	N
CCL3L3	N	N
CCL4L1	N	N
TBC1D3C	N	N
TBC1D3H	N	N
CCL3L1	N	N
CCL4L2	N	N
TBC1D3G	N	N
ZNHIT3	N	N
MYO19	N	N
PIGW	N	N
GGNBP2	N	N
DHRS11	N	N
MRM1	N	N
RP11-445F12.2	N	N
LHX1	Y	N
AATF	Y	N
ACACA	Y	N
C17orf78	N	N
TADA2A	N	N
DUSP14	N	N
SYNRG	N	N
DDX52	N	N
HNF1B	Y	N
TBC1D3F	N	N
TBC1D3	N	N
RP11-1407O15.2	N	N
MRPL45	N	N
GPR179	N	N
SOCS7	Y	N
ARHGAP23	N	N
SRCIN1	N	N
C17orf96	N	N
MLLT6	N	Y
CISD3	N	N
PCGF2	Y	N
CTB-58E17.5	N	N
PSMB3	N	N
PIP4K2B	Y	N
CWC25	N	N
C17orf98	N	N
RPL23	N	N
LASP1	N	Y
FBXO47	N	N
PLXDC1	N	N
ARL5C	N	N
CACNB1	Y	N
RPL19	N	N
STAC2	N	N
FBXL20	Y	N
MED1	Y	N
CDK12	N	N
NEUROD2	N	Y
PPP1R1B	N	Y
STARD3	N	Y
TCAP	N	Y
PNMT	N	Y
PGAP3	N	N
ERBB2	Y	N
MIEN1	N	N
GRB7	N	N
IKZF3	N	Y
ZPBP2	N	Y
GSDMB	N	N
ORMDL3	N	N
LRRC3C	N	N
GSDMA	N	N
PSMD3	N	N
CSF3	N	Y
MED24	Y	N
THRA	Y	N
NR1D1	N	Y
MSL1	N	N
CASC3	N	N
RAPGEFL1	N	N
WIPF2	N	N
CDC6	N	N
RARA	Y	N
CTD-2267D19.3	N	N
GJD3	N	Y
TOP2A	N	N
IGFBP4	N	Y
TNS4	N	N
CCR7	N	Y
SMARCE1	N	N
RP5-1028K7.3	N	N
KRT222	N	N
KRT24	N	N
KRT25	N	Y
KRT26	N	N
KRT27	N	Y
KRT28	N	N
KRT10	Y	N
TMEM99	N	N
KRT12	N	Y
KRT20	N	N
KRT23	N	N
KRT39	N	N
KRT40	N	N
KRTAP3-3	N	N
KRTAP3-2	N	N
KRTAP3-1	N	N
KRTAP1-5	N	N
KRTAP1-4	N	N
KRTAP1-3	N	N
KRTAP1-1	N	N
KRTAP2-1	N	N
KRTAP2-2	N	N
KRTAP2-3	N	N
KRTAP2-4	N	N
KRTAP4-7	N	N
KRTAP4-8	N	N
KRTAP4-16P	N	N
KRTAP4-9	N	N
KRTAP4-11	N	N
KRTAP4-12	N	N
KRTAP4-6	N	N
KRTAP4-5	N	N
KRTAP4-4	N	N
KRTAP4-3	N	N
KRTAP4-2	N	N
KRTAP4-1	N	N
KRTAP9-1	N	N
KRTAP9-2	N	N
KRTAP9-3	N	N
KRTAP9-8	N	N
KRTAP9-4	N	N
KRTAP9-9	N	N
KRTAP9-6	N	N
KRTAP9-7	N	N
KRTAP29-1	N	N
KRTAP16-1	N	N
KRTAP17-1	N	N
KRT33A	N	Y
KRT33B	N	N
KRT34	N	N
KRT31	N	N
KRT37	N	N
KRT38	N	N
KRT32	N	N
KRT35	N	N
KRT36	N	N
KRT13	N	N
KRT15	N	N
KRT19	Y	N
KRT9	N	N
KRT14	Y	N
KRT16	N	N
KRT17	N	Y
JUP	Y	N
EIF1	N	N
GAST	N	Y
HAP1	Y	N
LEPREL4	N	N
FKBP10	N	N
NT5C3L	N	N
KLHL10	N	Y
KLHL11	N	N
ACLY	Y	N
AC091172.1	N	N
CNP	N	Y
DNAJC7	N	N
NKIRAS2	N	N
ZNF385C	N	N
DHX58	Y	N
KAT2A	Y	N
HSPB9	N	N
RAB5C	N	N
KCNH4	N	N
HCRT	N	Y
GHDC	N	N
STAT5B	Y	N
STAT5A	Y	N
STAT3	Y	N
PTRF	N	Y
ATP6V0A1	N	N
NAGLU	N	Y
HSD17B1P1	N	N
HSD17B1	N	N
COASY	N	N
MLX	N	N
PSMC3IP	N	Y
FAM134C	N	N
TUBG1	Y	N
TUBG2	N	Y
PLEKHH3	N	N
CCR10	Y	N
CNTNAP1	Y	N
EZH1	N	Y
HMGN2P42	N	N
AC100793.1	N	N
RAMP2	Y	N
VPS25	N	N
WNK4	N	Y
CCDC56	N	N
CNTD1	N	N
BECN1	Y	N
PSME3	N	Y
AOC2	N	N
AOC3	N	Y
G6PC	N	Y
AARSD1	N	N
RUNDC1	N	N
RPL27	N	N
IFI35	N	N
VAT1	N	N
RND2	N	N
BRCA1	Y	N
NBR2	N	N
NBR1	N	Y
TMEM106A	N	N
AC087650.2	N	N
ARL4D	N	N
DHX8	N	N
ETV4	N	Y
MEOX1	N	Y
SOST	N	Y
DUSP3	N	N
C17orf105	N	N
MPP3	N	N
CD300LG	N	N
MPP2	N	N
RP11-527L4.2	N	N
PPY	N	N
PYY	N	Y
NAGS	N	N
TMEM101	N	N
LSM12	N	N
G6PC3	N	Y
HDAC5	N	Y
C17orf53	N	N
ASB16	N	N
C17orf65	N	N
TMUB2	N	N
ATXN7L3	N	N
UBTF	N	N
SLC4A1	Y	N
AC003102.1	N	N
RUNDC3A	N	N
SLC25A39	N	N
GRN	N	Y
FAM171A2	N	N
ITGA2B	N	Y
GPATCH8	N	N
FZD2	Y	N
C17orf104	N	N
CCDC43	N	N
DBF4B	N	N
ADAM11	N	Y
GJC1	Y	N
HIGD1B	N	N
EFTUD2	N	N
CCDC103	N	N
FAM187A	N	N
GFAP	N	Y
KIF18B	N	N
C1QL1	N	N
DCAKD	N	N
NMT1	Y	N
PLCD3	N	N
ACBD4	N	N
HEXIM1	Y	N
HEXIM2	N	N
FMNL1	N	N
TEX34	N	N
MAP3K14	N	Y
ARHGAP27	N	N
PLEKHM1	N	N
AC091132.2	N	N
CRHR1	N	Y
SPPL2C	N	N
MAPT	N	Y
STH	N	N
KANSL1	N	N
ARL17B	N	N
LRRC37A	N	N
LRRC37A2	N	N
ARL17A	N	N
NSF	N	N
WNT3	Y	N
WNT9B	Y	N
GOSR2	N	N
RP11-156P1.2	N	N
RPRML	N	N
CDC27	N	N
MYL4	N	N
ITGB3	Y	N
RP11-290H9.2	N	N
C17orf57	N	N
NPEPPS	Y	N
KPNB1	Y	N
TBKBP1	N	N
TBX21	N	Y
OSBPL7	N	N
MRPL10	N	N
LRRC46	N	N
SCRN2	N	N
SP6	N	Y
SP2	Y	N
PNPO	N	N
PRR15L	N	N
CDK5RAP3	N	N
COPZ2	N	N
NFE2L1	Y	N
CBX1	N	Y
SNX11	N	N
SKAP1	N	Y
HOXB1	Y	N
HOXB2	Y	N
HOXB3	Y	N
HOXB-AS3	N	N
HOXB4	Y	N
HOXB5	N	Y
HOXB6	N	Y
AC103702.1	N	N
HOXB7	N	Y
HOXB8	N	Y
HOXB9	N	Y
PRAC	N	N
HOXB13	N	Y
TTLL6	N	N
CALCOCO2	N	N
ATP5G1	N	N
UBE2Z	N	N
SNF8	N	N
GIP	N	N
IGF2BP1	Y	N
B4GALNT2	N	N
GNGT2	N	N
ABI3	N	N
PHOSPHO1	N	Y
ZNF652	N	N
RP11-81K2.1	N	N
PHB	Y	N
NGFR	Y	N
NXPH3	N	Y
SPOP	Y	N
SLC35B1	N	N
FAM117A	N	N
KAT7	Y	N
TAC4	N	Y
DLX4	N	N
DLX3	Y	N
ITGA3	Y	N
PDK2	N	Y
SAMD14	N	N
SGCA	N	Y
COL1A1	Y	N
TMEM92	N	N
XYLT2	N	Y
MRPL27	N	N
EME1	N	N
LRRC59	N	N
ACSF2	N	N
CHAD	N	N
RSAD1	N	N
MYCBPAP	N	N
EPN3	N	Y
SPATA20	N	N
CACNA1G	N	Y
ABCC3	N	Y
ANKRD40	N	N
LUC7L3	N	N
WFIKKN2	N	N
TOB1	N	Y
SPAG9	N	Y
NME1	Y	N
NME2	Y	N
NME1-NME2	N	N
MBTD1	Y	N
UTP18	N	N
CA10	N	N
AC102948.2	N	N
C17orf112	N	N
KIF2B	N	N
TOM1L1	N	N
COX11	N	N
STXBP4	N	N
HLF	N	N
MMD	N	N
TMEM100	Y	N
PCTP	N	Y
ANKFN1	N	N
NOG	Y	N
C17orf67	N	N
DGKE	N	Y
TRIM25	N	Y
COIL	N	Y
SCPEP1	N	Y
AKAP1	N	Y
MSI2	Y	N
AC007431.1	N	N
MRPS23	N	N
CUEDC1	N	N
VEZF1	Y	N
RP11-159D12.5	N	N
SRSF1	Y	N
DYNLL2	N	N
OR4D1	N	N
OR4D2	N	N
EPX	N	Y
MKS1	Y	N
LPO	N	N
MPO	N	Y
BZRAP1	N	N
SUPT4H1	N	N
RNF43	N	N
HSF5	N	N
MTMR4	N	N
04-Sep	N	Y
C17orf47	N	N
TEX14	N	Y
RAD51C	Y	N
PPM1E	N	N
TRIM37	N	N
SKA2	N	N
PRR11	N	N
CTD-2510F5.6	N	N
SMG8	N	N
GDPD1	N	N
YPEL2	N	N
DHX40	N	N
CLTC	N	N
PTRH2	Y	N
VMP1	N	N
TUBD1	N	N
RPS6KB1	N	Y
RNFT1	N	N
AC005702.1	N	N
HEATR6	N	N
CA4	Y	N
USP32	N	N
C17orf64	N	N
APPBP2	N	N
PPM1D	Y	N
BCAS3	N	N
TBX2	Y	N
C17orf82	N	N
TBX4	Y	N
NACA2	N	N
BRIP1	N	N
INTS2	N	N
MED13	N	N
EFCAB3	N	N
METTL2A	N	N
TLK2	N	N
MRC2	N	Y
10-Mar	N	N
TANC2	Y	N
CYB561	N	N
ACE	Y	N
CTD-2501B8.1	N	N
KCNH6	N	N
DCAF7	N	N
TACO1	N	N
MAP3K3	Y	N
LIMD2	N	N
STRADA	N	N
RP11-51F16.8	N	N
CCDC47	Y	N
DDX42	N	N
FTSJ3	N	N
PSMC5	N	N
SMARCD2	N	N
CSH2	N	N
GH2	N	N
CSH1	N	N
CSHL1	N	N
GH1	N	Y
CD79B	N	Y
SCN4A	Y	N
C17orf72	N	N
ICAM2	N	Y
ERN1	Y	N
TEX2	N	N
POLG2	N	N
DDX5	Y	N
CEP95	N	N
SMURF2	N	Y
LRRC37A3	N	N
GNA13	Y	N
RGS9	N	Y
AXIN2	Y	N
CTD-2535L24.2	N	N
CEP112	N	N
APOH	Y	N
PRKCA	N	Y
CACNG5	N	N
CACNG4	N	Y
AC005544.1	N	N
CACNG1	N	Y
HELZ	N	Y
PSMD12	N	N
PITPNC1	N	N
NOL11	N	N
BPTF	Y	N
C17orf58	N	N
KPNA2	N	N
AMZ2	N	N
ARSG	N	N
SLC16A6	N	N
WIPI1	N	N
PRKAR1A	Y	N
FAM20A	N	N
ABCA8	N	N
ABCA9	N	N
ABCA6	N	N
ABCA10	N	N
ABCA5	N	Y
MAP2K6	N	Y
KCNJ16	N	Y
KCNJ2	Y	N
SOX9	Y	N
SLC39A11	N	N
SSTR2	N	Y
COG1	N	N
FAM104A	N	N
C17orf80	N	N
CPSF4L	N	N
CDC42EP4	N	N
SDK2	N	N
RPL38	Y	N
TTYH2	N	N
DNAI2	N	N
KIF19	N	N
BTBD17	N	N
GPR142	N	N
GPRC5C	N	Y
CD300A	N	N
CD300LB	N	Y
CD300C	N	N
CD300LD	N	N
C17orf77	N	N
CD300E	N	N
RAB37	N	N
CD300LF	N	Y
SLC9A3R1	Y	N
NAT9	N	N
TMEM104	N	N
GRIN2C	N	Y
FDXR	N	N
FADS6	N	N
USH1G	N	Y
OTOP2	N	N
OTOP3	N	N
C17orf28	N	N
CDR2L	N	N
ICT1	N	N
KCTD2	N	N
ATP5H	N	N
SLC16A5	N	N
ARMC7	N	N
NT5C	N	N
HN1	N	N
SUMO2	N	N
NUP85	N	N
GGA3	N	N
MRPS7	N	N
MIF4GD	N	N
SLC25A19	Y	N
GRB2	Y	N
KIAA0195	N	N
CASKIN2	N	N
TSEN54	N	N
LLGL2	Y	N
MYO15B	N	N
RECQL5	N	Y
C17orf109	N	N
C17orf110	N	N
SAP30BP	N	Y
ITGB4	Y	N
GALK1	N	Y
H3F3B	N	N
UNK	N	N
AC087289.1	N	N
UNC13D	N	Y
WBP2	N	N
TRIM47	N	N
TRIM65	N	N
MRPL38	N	N
FBF1	N	N
ACOX1	N	Y
TEN1	N	N
CDK3	N	N
EVPL	N	Y
SRP68	N	N
GALR2	N	Y
ZACN	N	N
EXOC7	N	N
FOXJ1	Y	N
RNF157	N	N
FAM100B	N	N
QRICH2	N	N
PRPSAP1	N	N
SPHK1	N	Y
UBE2O	N	N
AANAT	N	N
RHBDF2	N	N
CYGB	N	Y
PRCD	N	N
AC090699.1	N	N
ST6GALNAC2	N	N
ST6GALNAC1	N	N
MXRA7	N	N
JMJD6	Y	N
METTL23	N	N
SRSF2	Y	N
MFSD11	N	N
MGAT5B	N	N
SEC14L1	N	N
09-Sep	N	N
AC015804.1	N	N
TNRC6C	N	N
AC021593.1	N	N
TMC6	N	N
TMC8	N	N
C17orf99	N	N
SYNGR2	N	N
TK1	Y	N
AFMID	N	N
BIRC5	Y	N
TMEM235	N	N
AC087645.2	N	N
AC087645.3	N	N
AC087645.1	N	N
SOCS3	Y	N
PGS1	N	N
DNAH17	N	N
CYTH1	N	N
USP36	N	N
TIMP2	N	Y
AC100788.1	N	N
LGALS3BP	N	Y
CANT1	N	N
AC073624.1	N	N
C1QTNF1	N	N
ENGASE	N	N
RBFOX3	N	N
ENPP7	N	Y
CBX2	Y	N
CBX8	N	N
CBX4	N	N
TBC1D16	N	N
CCDC40	Y	N
GAA	N	Y
EIF4A3	N	N
CARD14	N	N
SGSH	N	Y
SLC26A11	N	N
RNF213	N	N
ENDOV	N	N
NPTX1	N	Y
RPTOR	Y	N
CHMP6	N	N
AC127496.1	N	N
BAIAP2	N	Y
AATK	N	N
AZI1	N	N
C17orf56	N	N
C17orf89	N	N
SLC38A10	N	N
TMEM105	N	N
RP11-1055B8.6	N	N
BAHCC1	Y	N
ACTG1	Y	N
FSCN2	N	Y
C17orf70	N	N
NPLOC4	N	N
PDE6G	N	Y
C17orf90	N	N
CCDC137	N	N
ARL16	N	N
HGS	Y	N
MRPL12	N	N
RP13-1032I1.10	N	N
SLC25A10	N	N
GCGR	Y	N
FAM195B	N	N
AC174470.1	N	N
PPP1R27	N	N
P4HB	N	N
ARHGDIA	N	Y
ALYREF	N	N
ANAPC11	N	N
NPB	N	Y
PCYT2	Y	N
SIRT7	N	Y
MAFG	Y	N
PYCR1	N	N
MYADML2	N	N
NOTUM	N	N
ASPSCR1	N	N
STRA13	N	N
LRRC45	N	N
RAC3	N	Y
DCXR	N	N
RFNG	Y	N
GPS1	N	N
DUS1L	N	N
FASN	Y	N
CCDC57	N	N
SLC16A3	N	N
CSNK1D	Y	N
CD7	N	Y
SECTM1	N	N
TEX19	N	N
UTS2R	N	Y
C17orf101	N	N
HEXDC	N	N
C17orf62	N	N
NARF	N	N
FOXK2	N	N
WDR45L	N	N
RAB40B	N	N
FN3KRP	N	N
FN3K	N	Y
TBCD	N	N
ZNF750	N	N
B3GNTL1	N	N
METRNL	N	N
RP11-683L23.1	N	N
USP14	N	Y
THOC1	Y	N
COLEC12	N	N
CETN1	N	N
CLUL1	N	N
C18orf56	N	N
TYMS	N	N
ENOSF1	N	N
YES1	N	Y
ADCYAP1	Y	N
METTL4	N	N
NDC80	N	N
SMCHD1	Y	N
EMILIN2	N	N
LPIN2	N	N
MYOM1	N	N
MYL12A	N	N
MYL12B	N	N
TGIF1	Y	N
DLGAP1	N	N
C18orf42	N	N
ZFP161	N	N
EPB41L3	N	Y
TMEM200C	N	N
L3MBTL4	N	N
RP11-865B13.1	N	N
ARHGAP28	N	N
LAMA1	Y	N
LRRC30	N	N
PTPRM	N	Y
RAB12	N	N
SOGA2	N	N
NDUFV2	Y	N
ANKRD12	N	N
TWSG1	Y	N
RALBP1	N	Y
PPP4R1	N	N
RAB31	N	N
TXNDC2	N	Y
VAPA	N	N
APCDD1	N	N
NAPG	N	N
PIEZO2	N	N
SLC35G4	N	N
RP11-677O4.1	N	N
GNAL	Y	N
CHMP1B	N	N
MPPE1	N	N
IMPA2	N	N
AP002414.1	N	N
ANKRD62	N	N
CIDEA	N	Y
TUBB6	N	N
AFG3L2	Y	N
SLMO1	N	N
SPIRE1	N	N
AP005482.1	N	N
CEP76	N	N
PSMG2	N	N
PTPN2	N	Y
SEH1L	N	N
CEP192	N	N
C18orf1	N	N
FAM210A	N	N
RNMT	N	N
MC5R	N	Y
MC2R	Y	N
ZNF519	N	N
POTEC	N	N
ANKRD30B	N	N
ROCK1	Y	N
GREB1L	N	N
ESCO1	N	N
SNRPD1	N	N
ABHD3	N	N
MIB1	Y	N
RP11-595B24.2	N	N
GATA6	Y	N
RP11-863N1.2	N	N
CTAGE1	N	N
RBBP8	Y	N
CABLES1	N	Y
TMEM241	N	N
RIOK3	N	N
C18orf8	N	N
